City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,dunedin,-45.8742,170.5036,13.78,60,83,4.02,NZ,1715473093
364,prestice,49.573,13.3335,10.01,90,40,0.74,CZ,1715473109
365,qarazhal,48.0078,70.7903,10.54,47,32,3.73,KZ,1715473109
366,lockwood,45.8191,-108.4149,26.94,20,20,6.17,US,1715473110
367,wajir,1.7471,40.0573,25.88,71,65,5.26,KE,1715473111
368,kamina,-8.7386,24.9906,22.11,63,100,1.33,CD,1715473112
369,gadzhiyevo,69.2551,33.3362,-0.27,82,99,1.85,RU,1715472920
370,conduaga,8.862,117.4893,29.25,70,82,0.85,PH,1715473113
371,sparta,43.9441,-90.8129,21.09,30,0,0.0,US,1715473114
372,shahi,28.55,79.3167,27.7,46,9,2.07,IN,1715473115
373,caleta de carquin,-11.0925,-77.6267,19.07,87,77,4.18,PE,1715473116
374,elimaki,60.7167,26.4667,3.48,78,40,2.0,FI,1715473116
375,quatre cocos,-20.2078,57.7625,25.06,81,64,7.63,MU,1715473117
376,labytnangi,66.6572,66.4183,-2.57,89,99,5.51,RU,1715473118
377,kingsburg,36.5138,-119.554,34.1,26,0,0.0,US,1715473119
378,yamada,39.4667,141.95,19.45,62,99,8.14,JP,1715473047
379,freetown,8.484,-13.2299,27.36,87,34,2.59,SL,1715473121
380,albacete,38.8333,-2.0,18.44,39,0,3.6,ES,1715473121
381,tofol,5.3248,163.0078,29.88,79,75,3.6,FM,1715473124
382,paita,-5.0892,-81.1144,20.97,81,100,7.82,PE,1715473124
383,weno,7.4515,151.8468,31.97,84,75,2.57,FM,1715473127
384,yemetsk,63.4721,41.7941,-5.2,99,60,2.18,RU,1715473128
385,ghazni,33.5536,68.4269,11.17,39,0,1.86,AF,1715473128
386,celestun,20.8667,-90.4,28.36,74,74,8.5,MX,1715473129
387,quellon,-43.1167,-73.6167,5.48,77,30,3.12,CL,1715473130
388,shenkursk,62.1091,42.896,-3.75,97,42,2.47,RU,1715472858
389,trogir,43.5125,16.2517,18.77,48,0,2.06,HR,1715473132
390,saint-pierre,-21.3393,55.4781,21.82,60,0,4.12,RE,1715473132
391,road town,18.4167,-64.6167,29.02,79,20,1.54,VG,1715473133
392,ust'-ordynskiy,52.805,104.7508,10.74,37,100,0.68,RU,1715473134
393,boli,45.7667,130.5167,10.23,68,69,7.08,CN,1715473135
394,lishui,28.4604,119.9103,22.62,97,100,0.36,CN,1715473136
395,nar'yan-mar,67.6713,53.087,-3.83,94,97,5.36,RU,1715473137
396,pamandzi,-12.7967,45.2794,27.88,78,0,5.14,YT,1715473137
397,acacias,3.987,-73.758,23.18,94,54,1.59,CO,1715473138
398,mount gambier,-37.8333,140.7667,15.22,64,9,0.66,AU,1715473139
399,usogorsk,63.4106,48.6872,-3.52,97,58,2.72,RU,1715473140
400,an nuhud,12.7,28.4333,33.34,10,97,4.01,SD,1715473141
401,priozersk,61.0393,30.1291,2.83,86,38,2.85,RU,1715473142
402,kavaratti,10.5669,72.642,29.88,70,99,5.08,IN,1715473143
403,pangoa,-12.1167,-73.0,21.97,97,99,1.08,PE,1715473144
404,hadibu,12.65,54.0333,28.23,76,70,0.65,YE,1715473144
405,manadhoo,5.7667,73.3833,28.97,76,79,2.82,MV,1715473145
406,merizo village,13.2658,144.6691,31.31,80,6,6.43,GU,1715473146
407,tanjungtiram,4.0613,98.3699,25.0,93,100,1.67,ID,1715473147
408,salida,37.7058,-121.0849,34.92,23,0,5.14,US,1715473148
409,atherton,53.5237,-2.4935,16.35,79,100,1.79,GB,1715473148
410,vilhena,-12.7406,-60.1458,23.21,68,68,0.31,BR,1715472894
411,hood river,45.7054,-121.5215,30.9,29,0,4.92,US,1715473150
412,kievka,50.2619,71.5514,8.34,43,0,3.03,KZ,1715473151
413,colares,38.7992,-9.4469,15.98,83,29,12.52,PT,1715473151
414,maxixe,-23.8597,35.3472,21.97,88,0,0.66,MZ,1715473152
415,mytilene,39.11,26.5547,15.51,60,60,1.34,GR,1715473153
416,batabano,22.7164,-82.2881,29.34,67,0,2.5,CU,1715473154
417,kruisfontein,-34.0033,24.7314,8.82,73,0,3.31,ZA,1715473155
418,filadelfia,39.9523,-75.1638,14.53,61,100,3.6,US,1715472879
419,barra de santo antonio,-9.4047,-35.5072,26.6,85,13,1.86,BR,1715473156
420,moundou,8.5667,16.0833,31.75,25,12,1.76,TD,1715473157
421,tsaratanana,-16.7833,47.65,20.43,84,16,4.62,MG,1715473158
422,pathein,16.7833,94.7333,28.18,70,16,1.51,MM,1715473158
423,faaa,-17.55,-149.6,29.98,70,0,6.71,PF,1715473159
424,mount isa,-20.7333,139.5,23.87,53,40,4.12,AU,1715473160
425,nacala,-14.5428,40.6728,24.12,82,52,1.88,MZ,1715473161
426,hanwella ihala,6.9012,80.0852,25.48,94,99,1.02,LK,1715473162
427,kasongo-lunda,-6.4667,16.8167,23.18,76,99,0.13,CD,1715473163
428,vyaz'ma,55.2104,34.2951,-1.34,96,36,3.04,RU,1715473163
429,vila franca do campo,37.7167,-25.4333,18.27,99,80,1.13,PT,1715473165
430,ribeira brava,32.65,-17.0667,18.73,70,21,2.44,PT,1715473166
431,guinguineo,14.2667,-15.95,27.9,69,0,4.12,SN,1715473167
432,emporia,38.4039,-96.1817,26.11,34,0,2.06,US,1715473167
433,phan thiet,10.9333,108.1,28.28,79,94,3.18,VN,1715473074
434,puerto aysen,-45.4,-72.7,0.32,98,78,1.17,CL,1715473169
435,soio,-6.1349,12.3689,26.44,91,81,2.52,AO,1715473170
436,mstsislaw,54.0192,31.7257,0.58,86,70,3.54,BY,1715473171
437,idri,27.5,13.2667,21.21,32,52,4.26,LY,1715473171
438,katima mulilo,-17.5,24.2667,16.74,50,0,1.92,NA,1715473172
439,bar-sur-aube,48.25,4.5833,14.35,81,87,2.79,FR,1715473174
440,kristinestad,62.2743,21.376,0.05,64,28,1.5,FI,1715473175
441,el jadid,33.2549,-8.506,17.82,90,5,5.06,MA,1715473176
442,ust'-ilimsk,58.0006,102.6619,11.36,84,100,2.24,RU,1715473177
443,prieska,-29.6641,22.7474,13.58,36,0,0.87,ZA,1715473178
444,holualoa,19.6228,-155.9522,26.25,74,0,3.09,US,1715473178
445,paracuru,-3.41,-39.0306,26.73,83,51,3.8,BR,1715473179
446,raton,36.9034,-104.4391,8.34,93,100,4.63,US,1715473180
447,novokhopersk,51.0969,41.6252,5.03,94,97,3.32,RU,1715473181
448,sinan,34.8262,126.1086,17.06,67,100,7.83,KR,1715473014
449,machico,32.7,-16.7667,18.73,69,20,9.26,PT,1715473182
450,hotan,37.0997,79.9269,19.68,11,97,0.57,CN,1715473183
451,wynyard,-41.0,145.7167,13.88,67,32,4.24,AU,1715473184
452,semenivka,52.1783,32.5818,1.61,82,31,3.1,UA,1715473185
453,cockburn town,21.4612,-71.1419,26.98,83,40,2.57,TC,1715473186
454,inderbor,48.55,51.7833,13.92,53,69,3.83,KZ,1715473186
455,dickinson,29.4608,-95.0513,25.62,71,100,5.66,US,1715473187
456,guarapari,-20.6667,-40.4975,24.29,90,60,3.62,BR,1715473188
457,vero beach,27.6386,-80.3973,27.23,75,0,3.09,US,1715473189
458,kodiak,57.79,-152.4072,6.73,81,100,3.09,US,1715473191
459,las lomitas,-24.7096,-60.593,14.89,98,100,3.17,AR,1715473192
460,la'ie,21.6477,-157.9253,27.25,71,61,3.13,US,1715473192
461,magadan,59.5667,150.8,0.29,87,100,1.96,RU,1715473193
462,saint-francois,46.4154,3.9054,12.69,89,0,1.03,FR,1715472918
463,tete,-16.1564,33.5867,24.05,57,0,0.0,MZ,1715473195
464,nova odesa,47.3078,31.7851,10.04,73,81,4.55,UA,1715473195
465,antalaha,-14.9003,50.2788,23.41,91,54,4.27,MG,1715473196
466,sakaiminato,35.55,133.2333,17.99,77,100,4.63,JP,1715473025
467,anderson,34.5334,-82.6499,22.49,50,0,5.14,US,1715473198
468,choibalsan,48.0667,114.5,10.08,34,10,2.09,MN,1715473199
469,dinghaicun,26.2847,119.7936,25.51,92,100,1.6,CN,1715472992
470,aldama,22.9167,-98.0667,28.22,64,3,5.47,MX,1715473200
471,dalbandin,28.8947,64.4101,23.03,17,0,2.79,PK,1715473201
472,huelma,37.6713,-3.39,17.83,56,31,0.44,ES,1715473202
473,altamira,-3.2033,-52.2064,23.55,98,32,0.15,BR,1715473127
474,usinsk,65.9939,57.5281,-1.07,87,99,4.47,RU,1715473203
475,al wafrah,28.6392,47.9306,29.17,16,71,4.7,KW,1715473204
476,gisors,49.2818,1.7801,16.07,90,100,2.53,FR,1715473205
477,coruripe,-10.1256,-36.1756,25.82,86,45,2.24,BR,1715473206
478,hondomachi-hondo,32.45,130.2,18.69,96,100,4.85,JP,1715473207
479,letlhakeng,-24.0944,25.0298,18.5,27,17,1.12,BW,1715473207
480,hengchun,22.0042,120.7439,27.81,77,84,2.6,TW,1715472739
481,brookings,44.3114,-96.7984,24.19,43,55,3.81,US,1715473209
482,borogontsy,62.6683,131.1683,2.8,55,100,2.05,RU,1715473210
483,yuzhno-kurilsk,44.0306,145.8556,8.54,96,100,5.94,RU,1715473211
484,santander,43.4647,-3.8044,15.26,88,100,4.63,ES,1715472929
485,umluj,25.0213,37.2685,28.09,63,52,1.9,SA,1715473212
486,laguna,38.421,-121.4238,35.24,21,0,5.66,US,1715473213
487,mili,6.0815,171.735,25.82,91,100,8.12,MH,1715473214
488,flying fish cove,-10.4217,105.6791,26.82,89,100,5.14,CX,1715473215
489,undurkhaan,47.3194,110.6556,12.28,36,54,3.41,MN,1715473215
490,sussex,41.1834,-74.6663,12.97,73,100,2.96,US,1715473216
491,enewetak,11.3474,162.3373,27.65,81,97,8.29,MH,1715473217
492,nagqu,31.5,92.0,0.52,26,100,1.34,CN,1715473218
493,zholymbet,51.7433,71.7122,7.72,53,0,3.75,KZ,1715473218
494,piti village,13.4626,144.6933,31.49,72,40,5.66,GU,1715473219
495,hami,42.8,93.45,24.54,12,10,4.41,CN,1715473186
496,puerto leguizamo,-0.1934,-74.7819,24.59,96,50,0.61,CO,1715473221
497,sierra grande,-41.606,-65.3557,4.66,82,59,0.11,AR,1715473222
498,robertsport,6.7533,-11.3686,27.81,82,99,1.87,LR,1715472955
499,jwaneng,-24.6004,24.7303,16.9,30,10,1.68,BW,1715473223
500,ibshaway,29.358,30.6814,19.89,64,1,4.18,EG,1715472995
501,luanda,-8.8368,13.2343,28.0,83,75,2.06,AO,1715473226
502,altayskoye,51.9533,85.3325,10.97,85,100,2.09,RU,1715473227
503,mustafakemalpasa,40.0353,28.4117,7.03,92,7,0.12,TR,1715473228
504,nuuk,64.1835,-51.7216,-1.18,86,77,5.36,GL,1715473228
505,kenai,60.5544,-151.2583,8.05,64,100,6.17,US,1715473229
506,guadalajara,20.6667,-103.3333,35.87,10,20,5.66,MX,1715473230
507,harstad,68.799,16.5293,6.0,96,100,2.68,NO,1715473231
508,tilcara,-23.5776,-65.3509,11.29,23,52,3.8,AR,1715473231
509,tual,-5.6667,132.75,28.51,78,81,8.89,ID,1715473083
510,horsham,51.064,-0.3272,14.89,76,16,3.04,GB,1715473233
511,novyy urengoy,66.0833,76.6333,-4.2,95,61,3.67,RU,1715473234
512,gettorf,54.4,9.9833,9.93,87,60,3.6,DE,1715473235
513,trairi,-3.2778,-39.2689,25.59,83,62,3.04,BR,1715473236
514,kinablangan,7.6947,126.5503,28.81,74,59,1.73,PH,1715473237
515,achinsk,56.2694,90.4993,10.95,72,100,1.79,RU,1715473238
516,umea,63.8284,20.2597,4.95,75,0,2.06,SE,1715473239
517,tidjikja,18.5564,-11.4271,33.08,15,63,3.25,MR,1715473239
518,ganta,7.3022,-8.5308,22.61,98,100,0.54,LR,1715473240
519,aksuat,48.7167,83.7,12.25,79,88,4.4,KZ,1715473241
520,tadine,-21.55,167.8833,23.98,64,16,8.67,NC,1715473242
521,plesetsk,62.708,40.2916,-5.23,99,66,2.22,RU,1715473112
522,peace river,56.2501,-117.286,19.17,22,75,0.0,CA,1715473244
523,cabeza del buey,38.7223,-5.2195,17.21,60,28,1.44,ES,1715473245
524,oxapampa,-10.5775,-75.4017,17.19,97,85,0.68,PE,1715473245
525,agat village,13.3886,144.6585,31.52,73,40,5.66,GU,1715473246
526,villa union,23.2,-106.2333,26.98,69,20,3.09,MX,1715473247
527,diffa,13.3154,12.6113,34.25,17,80,2.84,NE,1715473248
528,ntoum,0.3833,9.7833,23.87,97,100,0.7,GA,1715473249
529,vernon,50.2581,-119.2691,31.53,41,11,0.89,CA,1715473249
530,izluchinsk,60.9794,76.9242,4.44,64,87,6.14,RU,1715473250
531,sur,22.5667,59.5289,29.59,41,0,4.28,OM,1715473251
532,trincomalee,8.5711,81.2335,28.81,79,76,2.95,LK,1715473252
533,vilyuysk,63.7553,121.6247,1.11,50,63,2.24,RU,1715473253
534,semnan,35.5729,53.3971,19.02,31,2,1.26,IR,1715473254
535,kimbe,-5.5502,150.1429,30.54,69,67,0.85,PG,1715473254
536,turpan,42.9333,89.1667,29.26,13,0,1.39,CN,1715473255
537,buala,-8.145,159.5921,28.37,79,66,3.84,SB,1715473256
538,oriximina,-1.7656,-55.8661,26.16,87,18,0.95,BR,1715473257
539,aswan,24.0934,32.907,28.62,22,0,6.93,EG,1715473258
540,broome,42.2506,-75.833,12.57,75,100,2.24,US,1715473258
541,peniche,39.3558,-9.3811,15.72,88,35,7.78,PT,1715473064
542,inhambane,-23.865,35.3833,22.65,85,0,1.04,MZ,1715473260
543,wenchang,30.904,118.4887,18.25,81,100,2.21,CN,1715473261
544,cidade velha,14.9167,-23.6167,25.26,57,40,6.17,CV,1715473262
545,cannonvale,-20.2833,148.7,25.88,72,30,6.08,AU,1715473263
546,kampung pasir gudang baru,1.4726,103.878,29.06,85,75,0.51,MY,1715473207
547,saint-joseph,-21.3667,55.6167,21.21,82,18,4.43,RE,1715473264
548,chui,-33.6971,-53.4616,15.32,77,94,4.95,UY,1715473265
549,sao vicente,-23.9631,-46.3919,31.26,26,4,1.08,BR,1715473266
550,porto novo,6.4965,2.6036,27.9,79,87,3.67,BJ,1715473267
551,urangan,-25.3,152.9,24.55,81,30,3.58,AU,1715473268
552,la mira,18.035,-102.3266,27.36,56,50,2.78,MX,1715473269
553,sinjai,-5.1241,120.253,27.09,83,67,1.59,ID,1715473020
554,pacific grove,36.6177,-121.9166,25.36,77,0,2.68,US,1715473270
555,floro,61.5996,5.0328,13.04,93,99,2.06,NO,1715473271
556,homer,59.6425,-151.5483,7.11,73,100,3.6,US,1715473272
557,andrews,32.3187,-102.5457,16.59,98,100,6.17,US,1715473273
558,haiku-pauwela,20.9219,-156.3051,27.32,73,40,8.75,US,1715473273
559,tashtyp,52.7939,89.8983,11.66,89,100,5.06,RU,1715473274
560,kill devil hills,36.0307,-75.676,13.32,74,0,2.06,US,1715473275
561,la tuque,47.4334,-72.7824,15.14,33,54,2.57,CA,1715473276
562,torrevieja,37.9787,-0.6822,18.23,82,75,1.34,ES,1715473277
563,ormara,25.2088,64.6357,27.34,75,1,4.02,PK,1715473277
564,copala,16.65,-98.9833,28.82,50,96,2.5,MX,1715473278
565,geneina,13.45,22.45,28.82,11,100,3.45,SD,1715473279
566,manokwari,-0.8667,134.0833,28.26,75,76,1.39,ID,1715473280
567,puerto penasco,31.3167,-113.5333,29.99,23,0,6.69,MX,1715473281
568,daru,-9.0763,143.2092,26.91,85,97,6.49,PG,1715473282
569,genhe,50.7833,121.5167,6.1,62,58,4.07,CN,1715473282
570,la ronge,55.1001,-105.2842,15.12,33,40,12.35,CA,1715473283
571,san andres,12.5847,-81.7006,30.01,79,20,4.63,CO,1715473284
572,aketi,2.7388,23.7833,25.04,66,88,0.25,CD,1715473285
573,i-n-salah,27.1935,2.4607,26.01,16,70,5.37,DZ,1715473286
574,walvis bay,-22.9575,14.5053,14.49,73,6,3.87,NA,1715473287
575,al masallamiyya,14.5748,33.3373,33.19,10,47,3.16,SD,1715473289
576,parola,20.8833,75.1167,30.35,43,7,5.33,IN,1715473290
577,rechka-vydrino,51.485,104.8461,7.37,66,97,1.92,RU,1715473290
578,gucheng chengguanzhen,32.266,111.6348,21.3,53,99,2.19,CN,1715473291
579,waiuku,-37.25,174.75,16.81,63,3,0.67,NZ,1715473292
580,itamaraca,-7.7478,-34.8256,27.03,77,97,2.54,BR,1715473293
581,spring creek,40.7266,-115.5859,22.12,26,29,0.45,US,1715473294
582,fort st. john,56.2499,-120.8529,15.94,21,100,3.6,CA,1715473295
583,pierre,44.3683,-100.351,26.51,33,0,6.69,US,1715473295
584,wanning,18.8003,110.3967,28.14,79,78,2.34,CN,1715473296
